sample_idx,opponent,strategy,chosen_action,predicted_opponent_action,actual_opponent_action,reward
616,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
617,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
617,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
618,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
618,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
619,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
619,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
620,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
620,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
621,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
621,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
622,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
622,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
623,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
623,Alternating,Explicit Opponent Simulation,D,D,D,1.0
624,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
624,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
625,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
625,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
626,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
626,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
627,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
627,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
628,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
628,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
629,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
629,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
630,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
630,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
631,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
631,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
632,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
632,Alternating,Explicit Opponent Simulation,D,D,D,1.0
633,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
633,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
634,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
634,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
635,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
635,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
636,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
636,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
637,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
637,Alternating,Explicit Opponent Simulation,D,C,C,5.0
638,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
638,Alternating,Explicit Opponent Simulation,D,C,C,5.0
639,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
639,Alternating,Explicit Opponent Simulation,D,C,C,5.0
640,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
640,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
641,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
641,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
642,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
642,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
643,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
643,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
644,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
644,Alternating,Explicit Opponent Simulation,D,C,C,5.0
645,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
645,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
646,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
646,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
647,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
647,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
648,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
648,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
649,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
649,Alternating,Explicit Opponent Simulation,D,D,D,1.0
650,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
650,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
651,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
651,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
652,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
652,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
653,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
653,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
654,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
654,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
655,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
655,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
656,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
656,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
657,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
657,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
658,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
658,Alternating,Explicit Opponent Simulation,D,C,C,5.0
659,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
659,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
660,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
660,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
661,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
661,Alternating,Explicit Opponent Simulation,D,C,C,5.0
662,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
662,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
663,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
663,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
664,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
664,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
665,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
665,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
666,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
666,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
667,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
667,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
668,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
668,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
669,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
669,Alternating,Explicit Opponent Simulation,D,C,C,5.0
670,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
670,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
671,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
671,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
672,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
672,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
673,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
673,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
674,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
674,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
675,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
675,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
676,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
676,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
677,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
677,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
678,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
678,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
679,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
679,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
680,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
680,Alternating,Explicit Opponent Simulation,D,D,D,1.0
681,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
681,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
682,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
682,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
683,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
683,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
684,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
684,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
685,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
685,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
686,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
686,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
687,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
687,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
688,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
688,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
689,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
689,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
690,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
690,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
691,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
691,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
692,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
692,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
693,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
693,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
694,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
694,Alternating,Explicit Opponent Simulation,D,C,C,5.0
695,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
695,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
696,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
696,Alternating,Explicit Opponent Simulation,D,D,D,1.0
697,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
697,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
698,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
698,Alternating,Explicit Opponent Simulation,D,C,C,5.0
699,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
699,Alternating,Explicit Opponent Simulation,D,D,D,1.0
700,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
700,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
701,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
701,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
702,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
702,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
703,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
703,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
704,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
704,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
705,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
705,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
706,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
706,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
707,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
707,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
708,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
708,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
709,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
709,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
710,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
710,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
711,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
711,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
712,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
712,Alternating,Explicit Opponent Simulation,D,C,C,5.0
713,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
713,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
714,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
714,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
715,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
715,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
716,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
716,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
717,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
717,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
718,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
718,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
719,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
719,Alternating,Explicit Opponent Simulation,D,D,D,1.0
720,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
720,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
721,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
721,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
722,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
722,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
723,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
723,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
724,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
724,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
725,Alternating,Prompt-Based Opponent Reasoning,D,,D,1.0
725,Alternating,Explicit Opponent Simulation,D,D,D,1.0
726,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
726,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
727,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
727,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
728,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
728,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
729,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
729,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
730,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
730,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
731,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
731,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
732,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
732,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
733,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
733,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
734,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
734,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
735,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
735,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
736,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
736,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
737,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
737,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
738,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
738,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
739,Grim Trigger,Prompt-Based Opponent Reasoning,C,,C,3.0
739,Grim Trigger,Explicit Opponent Simulation,D,C,C,5.0
740,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
740,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
741,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
741,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
742,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
742,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
743,Grim Trigger,Prompt-Based Opponent Reasoning,D,,D,1.0
743,Grim Trigger,Explicit Opponent Simulation,D,D,D,1.0
744,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
744,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
745,Alternating,Prompt-Based Opponent Reasoning,D,,C,5.0
745,Alternating,Explicit Opponent Simulation,D,C,C,5.0
746,Always Cooperate,Prompt-Based Opponent Reasoning,D,,C,5.0
746,Always Cooperate,Explicit Opponent Simulation,D,C,C,5.0
747,Always Defect,Prompt-Based Opponent Reasoning,D,,D,1.0
747,Always Defect,Explicit Opponent Simulation,D,D,D,1.0
748,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,C,3.0
748,Tit-for-Tat,Explicit Opponent Simulation,D,C,C,5.0
749,Tit-for-Tat,Prompt-Based Opponent Reasoning,C,,D,0.0
749,Tit-for-Tat,Explicit Opponent Simulation,D,D,D,1.0
